ACC	Name	chr	start	end	TSS	TTS	Expression	Description
YBL107C		chr02	10551	9961	10553	9846	250.92	Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)
YBL106C	SRO77	chr02	13879	10847	14422	10779	32.26	Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; interacts with SNARE protein Sec9p; homolog of Drosophila lethal giant larvae tumor suppressor; SRO77 has a paralog, SRO7, that arose from the whole genome duplication
YBL105C	PKC1	chr02	17696	14241	17967	14102	139.48	Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)
YBL104C	SEA4	chr02	21293	18177	21320	18146	66.3	Subunit of SEACAT, a subcomplex of the SEA complex; Sea4p, along with Rtc1p and Mtc5p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif
YBL103C	RTG3	chr02	23536	22076	23792	21600	89.95	bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein, Rtg1p, to activate the pathways; target of Hog1p
YBL102W	SFT2	chr02	24098	24745	23991	24886	508.03	Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5
YBL101C	ECM21	chr02	28299	24946	28608	24809	134.77	Protein involved in regulating endocytosis of plasma membrane proteins; identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p; promoter contains several Gcn4p binding elements; ECM21 has a paralog, CSR2, that arose from the whole genome duplication
YBL100W-C		chr02	28427	28546	28385	28767	21.18	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBL099W	ATP1	chr02	37053	38690	36734	38955	2592.48	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated; N-terminally propionylated in vivo
YBL100C		chr02	37303	36989	NaN	NaN	1496.98	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the 5' end of ATP1
YBL098W	BNA4	chr02	39145	40527	38791	39726	175.82	Kynurenine 3-monooxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease
YBL097W	BRN1	chr02	40831	43095	40766	43304	33.19	Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission
YBL095W		chr02	43277	44089	43262	44207	128.79	Protein that associates with mitochondrial ribosome; likely functions in cristae junction formation; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YBL096C		chr02	43482	43174	44250	NaN	85.66	Non-essential protein of unknown function
YBL094C		chr02	44097	43765	44250	NaN	150.7	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YBL095W
YBL093C	ROX3	chr02	44918	44256	44970	44115	226.86	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme
YBL092W	RPL32	chr02	45978	46370	45614	46369	11880.68	Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog
YBL091C-A	SCS22	chr02	47180	46565	47195	47266	199.04	Protein involved in regulation of phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; human VAP homolog; similar to D. melanogaster inturned protein; SCS22 has a paralog, SCS2, that arose from the whole genome duplication
YBL091C	MAP2	chr02	48628	47363	48652	48483	677.41	Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p
YBL090W	MRP21	chr02	48825	49358	48795	49438	278.54	Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
YBL089W	AVT5	chr02	49574	50953	49559	51016	91.09	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog, AVT6, that arose from the whole genome duplication
YBL088C	TEL1	chr02	59382	51019	59908	50982	29.48	Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene
YBL087C	RPL23A	chr02	60739	59822	60779	59800	4434.52	Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog, RPL23B, that arose from the whole genome duplication
YBL086C		chr02	62602	61202	62719	61150	148.96	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery
YBL085W	BOI1	chr02	63876	66818	63741	66766	252.42	Protein implicated in polar growth; functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog, BOI2, that arose from the whole genome duplication
YBL084C	CDC27	chr02	69445	67169	69545	68988	70.16	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition
YBL083C		chr02	70138	69713	70198	NaN	192.04	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps verified ORF ALG3
YBL082C	ALG3	chr02	71127	69751	71161	NaN	156.25	Dolichol-P-Man dependent alpha(1-3) mannosyltransferase; involved in synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins; G353A missense mutation in human ortholog ALG3 implicated in carbohydrate deficient glycoprotein syndrome type IV, which is characterized by microcephaly, severe epilepsy, minimal psychomotor development, partial deficiency of sialic acids in serum glycoproteins; wild-type human ALG3 can complement yeast alg3 mutant
YBL081W		chr02	71866	72972	71553	73027	146.13	Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport
YBL080C	PET112	chr02	74695	73070	NaN	74413	52.74	Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog
YBL079W	NUP170	chr02	75259	79767	75197	79846	109.77	Subunit of inner ring of nuclear pore complex (NPC); contributes to NPC assembly and nucleocytoplasmic transport; interacts with genomic regions that contain ribosomal protein and subtelomeric genes, where it functions in nucleosome positioning and as a repressor of transcription; both Nup170p and NUP157p are similar to human Nup155p; NUP170 has a paralog, NUP157, that arose from the whole genome duplication
YBL078C	ATG8	chr02	80731	80378	80756	80109	296.58	Component of autophagosomes and Cvt vesicles; regulator of Atg1p, targets it to autophagosomes; binds the Atg1p-Atg13p complex, triggering its vacuolar degradation; unique ubiquitin-like protein whose conjugation target is lipid phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation; deconjugation of Atg8p-PE is required for efficient autophagosome biogenesis
YBL077W		chr02	80897	81328	NaN	NaN	1421.7	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene ILS1/YBL076C
YBL076C	ILS1	chr02	84261	81043	84292	80943	968.59	Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A
YBL075C	SSA3	chr02	86448	84499	NaN	84411	53.07	ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication
YBL073W		chr02	87646	87957	NaN	NaN	14.57	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C
YBL074C	AAR2	chr02	87789	86722	87805	88240	21.24	Component of the U5 snRNP complex; required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron
YBL072C	RPS8A	chr02	89125	88523	89466	88400	7727.13	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8, no bacterial homolog; RPS8A has a paralog, RPS8B, that arose from the whole genome duplication
YBL071C-B		chr02	89556	89458	NaN	NaN	10.21	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBL071W-A	KTI11	chr02	89978	90226	89936	90469	75.38	Zn-ribbon protein that co-purifies with Dph1 and Dph2; in a complex required for synthesis of diphthamide on translation factor eEF2 and with Elongator subunits Iki3p, Elp2p, and Elp3p; involved in modification of wobble nucleosides in tRNAs; forms a stable heterodimer with Ats1p
YBL071C		chr02	90531	90223	NaN	NaN	88.27	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YBL069W	AST1	chr02	90741	92030	89944	92183	104.83	Lipid raft associated protein; interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane by influencing its incorporation into lipid rafts; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST1 has a paralog, AST2, that arose from the whole genome duplication
YBL070C		chr02	90925	90605	NaN	NaN	67.75	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
